"316","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"URLInfoAbout","https://www.mozilla.org","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"317","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"NoModify","1","1","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"318","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"NoRepair","1","1","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"319","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\Mozilla Firefox 58.0.2 (x86 en-US)",\N,"EstimatedSize","134706","1","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"320","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\MozillaMaintenanceService","2","","",\N,"",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"321","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\MozillaMaintenanceService",\N,"DisplayName","Mozilla Maintenance Service","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"322","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\MozillaMaintenanceService",\N,"UninstallString","\"C:\\Program Files\\Mozilla Maintenance Service\\uninstall.exe\"","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"323","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\MozillaMaintenanceService",\N,"DisplayIcon","C:\\Program Files\\Mozilla Maintenance Service\\Uninstall.exe,0","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"324","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\MozillaMaintenanceService",\N,"DisplayVersion","58.0.2","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"325","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\MozillaMaintenanceService",\N,"Publisher","Mozilla","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"326","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\MozillaMaintenanceService",\N,"Comments","Mozilla Maintenance Service","2","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"327","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\MozillaMaintenanceService",\N,"NoModify","1","1","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
"328","HKEY_LOCAL_MACHINE\\Software\\Microsoft\\Windows\\CurrentVersion\\Uninstall\\MozillaMaintenanceService",\N,"EstimatedSize","259","1","",\N,"0000-00-00 00:00:00","2018-02-10 05:43:24"
